event_name,bout,round,fighter,kd,sub_att,rev,ctrl_sec,sig_str_landed,sig_str_att,sig_str_pct,total_str_landed,total_str_att,td_landed,td_att,td_pct,head_landed,head_att,body_landed,body_att,leg_landed,leg_att,distance_landed,distance_att,clinch_landed,clinch_att,ground_landed,ground_att
Ortiz vs Shamrock 3: The Final Chapter,Jason MacDonald vs. Ed Herman,1,Ed Herman,0.0,0.0,1.0,78.0,2.0,2.0,100.0,5.0,5.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
Ortiz vs Shamrock 3: The Final Chapter,Jason MacDonald vs. Ed Herman,1,Jason MacDonald,0.0,2.0,1.0,57.0,5.0,7.0,71.0,14.0,16.0,0.0,1.0,0.0,4.0,5.0,0.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,3.0,3.0
Ortiz vs Shamrock 3: The Final Chapter,Kendall Grove vs. Chris Price,1,Chris Price,0.0,0.0,1.0,36.0,5.0,10.0,50.0,7.0,12.0,0.0,0.0,,2.0,7.0,3.0,3.0,0.0,0.0,2.0,5.0,3.0,3.0,0.0,2.0
Ortiz vs Shamrock 3: The Final Chapter,Kendall Grove vs. Chris Price,1,Kendall Grove,0.0,1.0,1.0,164.0,13.0,26.0,50.0,22.0,36.0,1.0,1.0,100.0,12.0,25.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,11.0,21.0
Ortiz vs Shamrock 3: The Final Chapter,Marcus Davis vs. Forrest Petz,1,Forrest Petz,0.0,0.0,0.0,21.0,5.0,18.0,27.0,19.0,35.0,0.0,0.0,,2.0,14.0,2.0,3.0,1.0,1.0,1.0,9.0,4.0,9.0,0.0,0.0
Ortiz vs Shamrock 3: The Final Chapter,Marcus Davis vs. Forrest Petz,1,Marcus Davis,0.0,1.0,0.0,50.0,33.0,50.0,66.0,66.0,88.0,0.0,0.0,,17.0,33.0,8.0,9.0,8.0,8.0,5.0,11.0,20.0,24.0,8.0,15.0
Ortiz vs Shamrock 3: The Final Chapter,Matt Hamill vs. Seth Petruzelli,1,Matt Hamill,0.0,0.0,0.0,230.0,8.0,22.0,36.0,49.0,68.0,2.0,4.0,50.0,6.0,20.0,0.0,0.0,2.0,2.0,4.0,15.0,2.0,3.0,2.0,4.0
Ortiz vs Shamrock 3: The Final Chapter,Matt Hamill vs. Seth Petruzelli,2,Matt Hamill,0.0,0.0,0.0,175.0,5.0,14.0,35.0,27.0,46.0,2.0,2.0,100.0,4.0,13.0,0.0,0.0,1.0,1.0,3.0,10.0,1.0,2.0,1.0,2.0
Ortiz vs Shamrock 3: The Final Chapter,Matt Hamill vs. Seth Petruzelli,3,Matt Hamill,0.0,0.0,0.0,204.0,1.0,4.0,25.0,29.0,34.0,3.0,5.0,60.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
Ortiz vs Shamrock 3: The Final Chapter,Matt Hamill vs. Seth Petruzelli,1,Seth Petruzelli,0.0,0.0,0.0,0.0,9.0,17.0,52.0,18.0,26.0,0.0,0.0,,1.0,8.0,4.0,4.0,4.0,5.0,7.0,14.0,2.0,3.0,0.0,0.0
Ortiz vs Shamrock 3: The Final Chapter,Matt Hamill vs. Seth Petruzelli,2,Seth Petruzelli,1.0,0.0,0.0,11.0,8.0,23.0,34.0,20.0,36.0,0.0,0.0,,6.0,21.0,1.0,1.0,1.0,1.0,6.0,18.0,1.0,2.0,1.0,3.0
Ortiz vs Shamrock 3: The Final Chapter,Matt Hamill vs. Seth Petruzelli,3,Seth Petruzelli,0.0,1.0,0.0,0.0,8.0,18.0,44.0,16.0,26.0,0.0,0.0,,4.0,12.0,3.0,5.0,1.0,1.0,8.0,17.0,0.0,1.0,0.0,0.0
Ortiz vs Shamrock 3: The Final Chapter,Nate Marquardt vs. Crafton Wallace,1,Crafton Wallace,0.0,0.0,0.0,45.0,4.0,15.0,26.0,24.0,35.0,0.0,0.0,,3.0,14.0,0.0,0.0,1.0,1.0,4.0,14.0,0.0,0.0,0.0,1.0
Ortiz vs Shamrock 3: The Final Chapter,Nate Marquardt vs. Crafton Wallace,2,Crafton Wallace,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,6.0,0.0,0.0,,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Ortiz vs Shamrock 3: The Final Chapter,Nate Marquardt vs. Crafton Wallace,1,Nate Marquardt,0.0,1.0,1.0,155.0,9.0,21.0,42.0,22.0,36.0,1.0,2.0,50.0,3.0,14.0,2.0,2.0,4.0,5.0,7.0,16.0,0.0,0.0,2.0,5.0
Ortiz vs Shamrock 3: The Final Chapter,Nate Marquardt vs. Crafton Wallace,2,Nate Marquardt,0.0,1.0,0.0,60.0,4.0,6.0,66.0,9.0,11.0,1.0,1.0,100.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0
Ortiz vs Shamrock 3: The Final Chapter,Rory Singer vs. Josh Haynes,1,Josh Haynes,0.0,0.0,0.0,15.0,9.0,43.0,20.0,13.0,48.0,0.0,2.0,0.0,4.0,33.0,3.0,7.0,2.0,3.0,8.0,40.0,1.0,3.0,0.0,0.0
Ortiz vs Shamrock 3: The Final Chapter,Rory Singer vs. Josh Haynes,2,Josh Haynes,1.0,0.0,0.0,121.0,12.0,40.0,30.0,17.0,45.0,1.0,2.0,50.0,11.0,39.0,1.0,1.0,0.0,0.0,2.0,17.0,1.0,3.0,9.0,20.0
Ortiz vs Shamrock 3: The Final Chapter,Rory Singer vs. Josh Haynes,3,Josh Haynes,0.0,0.0,0.0,37.0,2.0,18.0,11.0,2.0,20.0,0.0,2.0,0.0,0.0,15.0,0.0,1.0,2.0,2.0,2.0,17.0,0.0,1.0,0.0,0.0
Ortiz vs Shamrock 3: The Final Chapter,Rory Singer vs. Josh Haynes,1,Rory Singer,0.0,0.0,0.0,55.0,21.0,49.0,42.0,25.0,53.0,0.0,1.0,0.0,17.0,45.0,3.0,3.0,1.0,1.0,12.0,31.0,9.0,18.0,0.0,0.0
Ortiz vs Shamrock 3: The Final Chapter,Rory Singer vs. Josh Haynes,2,Rory Singer,0.0,0.0,0.0,9.0,8.0,26.0,30.0,9.0,27.0,0.0,0.0,,8.0,26.0,0.0,0.0,0.0,0.0,8.0,25.0,0.0,1.0,0.0,0.0
Ortiz vs Shamrock 3: The Final Chapter,Rory Singer vs. Josh Haynes,3,Rory Singer,0.0,0.0,0.0,12.0,21.0,48.0,43.0,23.0,50.0,0.0,0.0,,19.0,46.0,2.0,2.0,0.0,0.0,18.0,44.0,3.0,3.0,0.0,1.0
Ortiz vs Shamrock 3: The Final Chapter,Thiago Alves vs. John Alessio,1,John Alessio,0.0,0.0,0.0,123.0,2.0,14.0,14.0,3.0,15.0,0.0,4.0,0.0,1.0,13.0,0.0,0.0,1.0,1.0,2.0,13.0,0.0,1.0,0.0,0.0
Ortiz vs Shamrock 3: The Final Chapter,Thiago Alves vs. John Alessio,2,John Alessio,0.0,0.0,0.0,88.0,7.0,41.0,17.0,11.0,45.0,1.0,4.0,25.0,7.0,41.0,0.0,0.0,0.0,0.0,4.0,34.0,2.0,6.0,1.0,1.0
Ortiz vs Shamrock 3: The Final Chapter,Thiago Alves vs. John Alessio,3,John Alessio,0.0,0.0,0.0,42.0,4.0,27.0,14.0,4.0,27.0,1.0,2.0,50.0,4.0,25.0,0.0,2.0,0.0,0.0,4.0,25.0,0.0,2.0,0.0,0.0
Ortiz vs Shamrock 3: The Final Chapter,Thiago Alves vs. John Alessio,1,Thiago Alves,0.0,0.0,0.0,0.0,21.0,43.0,48.0,24.0,46.0,0.0,0.0,,6.0,27.0,6.0,7.0,9.0,9.0,12.0,31.0,9.0,12.0,0.0,0.0
Ortiz vs Shamrock 3: The Final Chapter,Thiago Alves vs. John Alessio,2,Thiago Alves,0.0,0.0,0.0,75.0,18.0,45.0,40.0,34.0,62.0,0.0,0.0,,10.0,33.0,2.0,2.0,6.0,10.0,9.0,26.0,2.0,4.0,7.0,15.0
Ortiz vs Shamrock 3: The Final Chapter,Thiago Alves vs. John Alessio,3,Thiago Alves,0.0,0.0,0.0,1.0,24.0,54.0,44.0,26.0,56.0,0.0,0.0,,11.0,35.0,3.0,4.0,10.0,15.0,20.0,47.0,4.0,7.0,0.0,0.0
Ortiz vs Shamrock 3: The Final Chapter,Tito Ortiz vs. Ken Shamrock,1,Ken Shamrock,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,7.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ortiz vs Shamrock 3: The Final Chapter,Tito Ortiz vs. Ken Shamrock,1,Tito Ortiz,0.0,0.0,0.0,126.0,18.0,29.0,62.0,38.0,52.0,1.0,1.0,100.0,15.0,25.0,1.0,1.0,2.0,3.0,0.0,2.0,3.0,3.0,15.0,24.0
Ortiz vs Shamrock 3: The Final Chapter,Tony DeSouza vs. Dustin Hazelett,1,Dustin Hazelett,0.0,1.0,0.0,0.0,1.0,4.0,25.0,1.0,4.0,0.0,0.0,,1.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
Ortiz vs Shamrock 3: The Final Chapter,Tony DeSouza vs. Dustin Hazelett,1,Tony DeSouza,0.0,1.0,0.0,218.0,5.0,5.0,100.0,12.0,12.0,1.0,1.0,100.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Aisling Daly vs. Alex Chambers,1,Aisling Daly,0.0,1.0,0.0,185.0,16.0,26.0,61.0,52.0,68.0,1.0,2.0,50.0,13.0,21.0,3.0,5.0,0.0,0.0,5.0,11.0,2.0,4.0,9.0,11.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Aisling Daly vs. Alex Chambers,1,Alex Chambers,0.0,0.0,0.0,73.0,12.0,15.0,80.0,12.0,15.0,1.0,1.0,100.0,5.0,7.0,2.0,3.0,5.0,5.0,6.0,7.0,5.0,6.0,1.0,2.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Bec Rawlings vs. Heather Clark,1,Bec Rawlings,0.0,0.0,0.0,57.0,16.0,24.0,66.0,27.0,38.0,0.0,1.0,0.0,8.0,15.0,2.0,3.0,6.0,6.0,3.0,7.0,13.0,17.0,0.0,0.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Bec Rawlings vs. Heather Clark,2,Bec Rawlings,0.0,0.0,0.0,1.0,9.0,17.0,52.0,13.0,24.0,0.0,1.0,0.0,7.0,13.0,0.0,1.0,2.0,3.0,8.0,16.0,0.0,0.0,1.0,1.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Bec Rawlings vs. Heather Clark,3,Bec Rawlings,0.0,0.0,0.0,3.0,44.0,77.0,57.0,50.0,85.0,0.0,0.0,,30.0,61.0,4.0,6.0,10.0,10.0,32.0,59.0,12.0,18.0,0.0,0.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Bec Rawlings vs. Heather Clark,1,Heather Clark,0.0,0.0,0.0,162.0,14.0,19.0,73.0,26.0,32.0,1.0,3.0,33.0,5.0,9.0,5.0,6.0,4.0,4.0,1.0,4.0,12.0,13.0,1.0,2.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Bec Rawlings vs. Heather Clark,2,Heather Clark,0.0,1.0,0.0,193.0,14.0,26.0,53.0,24.0,40.0,0.0,1.0,0.0,12.0,23.0,2.0,3.0,0.0,0.0,7.0,18.0,2.0,2.0,5.0,6.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Bec Rawlings vs. Heather Clark,3,Heather Clark,0.0,0.0,0.0,118.0,28.0,54.0,51.0,35.0,64.0,0.0,1.0,0.0,16.0,34.0,8.0,14.0,4.0,6.0,21.0,42.0,7.0,12.0,0.0,0.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Carla Esparza vs. Rose Namajunas,1,Carla Esparza,0.0,0.0,0.0,41.0,19.0,54.0,35.0,34.0,72.0,3.0,4.0,75.0,14.0,45.0,5.0,8.0,0.0,1.0,8.0,36.0,8.0,15.0,3.0,3.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Carla Esparza vs. Rose Namajunas,2,Carla Esparza,0.0,0.0,0.0,189.0,19.0,31.0,61.0,57.0,80.0,1.0,2.0,50.0,18.0,29.0,1.0,2.0,0.0,0.0,3.0,9.0,3.0,6.0,13.0,16.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Carla Esparza vs. Rose Namajunas,3,Carla Esparza,0.0,1.0,0.0,73.0,4.0,5.0,80.0,16.0,28.0,1.0,1.0,100.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Carla Esparza vs. Rose Namajunas,1,Rose Namajunas,0.0,0.0,0.0,18.0,18.0,47.0,38.0,18.0,47.0,1.0,2.0,50.0,10.0,35.0,6.0,9.0,2.0,3.0,14.0,40.0,4.0,7.0,0.0,0.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Carla Esparza vs. Rose Namajunas,2,Rose Namajunas,0.0,0.0,0.0,5.0,9.0,23.0,39.0,10.0,24.0,0.0,1.0,0.0,5.0,16.0,2.0,5.0,2.0,2.0,7.0,16.0,0.0,3.0,2.0,4.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Carla Esparza vs. Rose Namajunas,3,Rose Namajunas,0.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,0.0,,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Emily Kagan vs. Angela Hill,1,Angela Hill,1.0,0.0,0.0,38.0,29.0,50.0,58.0,40.0,62.0,0.0,0.0,,18.0,36.0,7.0,10.0,4.0,4.0,14.0,29.0,15.0,21.0,0.0,0.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Emily Kagan vs. Angela Hill,2,Angela Hill,0.0,0.0,0.0,89.0,45.0,68.0,66.0,55.0,80.0,0.0,0.0,,32.0,52.0,10.0,13.0,3.0,3.0,11.0,22.0,29.0,39.0,5.0,7.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Emily Kagan vs. Angela Hill,3,Angela Hill,0.0,0.0,1.0,135.0,33.0,41.0,80.0,45.0,57.0,0.0,1.0,0.0,18.0,25.0,14.0,15.0,1.0,1.0,7.0,12.0,24.0,27.0,2.0,2.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Emily Kagan vs. Angela Hill,1,Emily Kagan,0.0,0.0,0.0,142.0,14.0,34.0,41.0,17.0,38.0,0.0,2.0,0.0,8.0,23.0,3.0,7.0,3.0,4.0,11.0,30.0,3.0,4.0,0.0,0.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Emily Kagan vs. Angela Hill,2,Emily Kagan,0.0,0.0,0.0,92.0,13.0,32.0,40.0,21.0,41.0,0.0,4.0,0.0,4.0,18.0,4.0,7.0,5.0,7.0,10.0,27.0,3.0,5.0,0.0,0.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Emily Kagan vs. Angela Hill,3,Emily Kagan,0.0,0.0,0.0,102.0,14.0,25.0,56.0,22.0,34.0,2.0,6.0,33.0,3.0,11.0,4.0,7.0,7.0,7.0,5.0,13.0,9.0,12.0,0.0,0.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Felice Herrig vs. Lisa Ellis,1,Felice Herrig,0.0,2.0,1.0,179.0,4.0,7.0,57.0,27.0,34.0,1.0,1.0,100.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Felice Herrig vs. Lisa Ellis,2,Felice Herrig,0.0,1.0,1.0,117.0,4.0,7.0,57.0,21.0,30.0,0.0,0.0,,4.0,6.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,4.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Felice Herrig vs. Lisa Ellis,1,Lisa Ellis,0.0,1.0,1.0,109.0,3.0,4.0,75.0,6.0,9.0,1.0,1.0,100.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Felice Herrig vs. Lisa Ellis,2,Lisa Ellis,0.0,0.0,0.0,56.0,1.0,1.0,100.0,1.0,1.0,1.0,2.0,50.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Jeremy Stephens vs. Charles Oliveira,1,Charles Oliveira,0.0,1.0,0.0,26.0,12.0,18.0,66.0,21.0,27.0,0.0,1.0,0.0,8.0,13.0,4.0,5.0,0.0,0.0,4.0,10.0,5.0,5.0,3.0,3.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Jeremy Stephens vs. Charles Oliveira,2,Charles Oliveira,0.0,2.0,0.0,212.0,15.0,20.0,75.0,30.0,37.0,1.0,1.0,100.0,9.0,14.0,5.0,5.0,1.0,1.0,6.0,7.0,6.0,8.0,3.0,5.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Jeremy Stephens vs. Charles Oliveira,3,Charles Oliveira,0.0,0.0,0.0,85.0,16.0,29.0,55.0,23.0,36.0,1.0,5.0,20.0,8.0,19.0,3.0,5.0,5.0,5.0,10.0,22.0,4.0,4.0,2.0,3.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Jeremy Stephens vs. Charles Oliveira,1,Jeremy Stephens,0.0,0.0,0.0,213.0,13.0,19.0,68.0,15.0,21.0,0.0,0.0,,10.0,15.0,2.0,2.0,1.0,2.0,8.0,13.0,0.0,0.0,5.0,6.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Jeremy Stephens vs. Charles Oliveira,2,Jeremy Stephens,0.0,0.0,0.0,53.0,11.0,21.0,52.0,11.0,21.0,0.0,0.0,,8.0,17.0,1.0,2.0,2.0,2.0,2.0,7.0,6.0,6.0,3.0,8.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Jeremy Stephens vs. Charles Oliveira,3,Jeremy Stephens,0.0,0.0,0.0,113.0,24.0,39.0,61.0,29.0,46.0,0.0,0.0,,16.0,27.0,5.0,7.0,3.0,5.0,15.0,27.0,0.0,0.0,9.0,12.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Jessica Penne vs. Randa Markos,1,Jessica Penne,0.0,0.0,0.0,167.0,8.0,15.0,53.0,32.0,39.0,3.0,4.0,75.0,8.0,13.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,7.0,11.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Jessica Penne vs. Randa Markos,2,Jessica Penne,0.0,0.0,1.0,72.0,17.0,55.0,30.0,26.0,71.0,0.0,2.0,0.0,8.0,42.0,4.0,6.0,5.0,7.0,9.0,44.0,3.0,4.0,5.0,7.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Jessica Penne vs. Randa Markos,3,Jessica Penne,0.0,0.0,0.0,163.0,14.0,28.0,50.0,36.0,56.0,1.0,2.0,50.0,8.0,21.0,4.0,5.0,2.0,2.0,9.0,23.0,3.0,3.0,2.0,2.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Jessica Penne vs. Randa Markos,1,Randa Markos,0.0,0.0,0.0,107.0,8.0,11.0,72.0,11.0,14.0,0.0,0.0,,6.0,9.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,6.0,8.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Jessica Penne vs. Randa Markos,2,Randa Markos,0.0,0.0,0.0,30.0,28.0,54.0,51.0,46.0,73.0,1.0,2.0,50.0,24.0,49.0,0.0,0.0,4.0,5.0,22.0,44.0,0.0,3.0,6.0,7.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Jessica Penne vs. Randa Markos,3,Randa Markos,0.0,0.0,0.0,0.0,19.0,37.0,51.0,19.0,37.0,0.0,0.0,,14.0,31.0,2.0,3.0,3.0,3.0,18.0,35.0,1.0,2.0,0.0,0.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Joanne Wood vs. Seo Hee Ham,1,Joanne Wood,0.0,0.0,0.0,28.0,37.0,81.0,45.0,44.0,89.0,0.0,0.0,,8.0,38.0,12.0,17.0,17.0,26.0,31.0,71.0,6.0,10.0,0.0,0.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Joanne Wood vs. Seo Hee Ham,2,Joanne Wood,0.0,0.0,0.0,90.0,33.0,74.0,44.0,49.0,92.0,1.0,2.0,50.0,13.0,41.0,7.0,13.0,13.0,20.0,28.0,66.0,5.0,8.0,0.0,0.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Joanne Wood vs. Seo Hee Ham,3,Joanne Wood,0.0,0.0,0.0,220.0,39.0,68.0,57.0,54.0,90.0,1.0,2.0,50.0,20.0,40.0,8.0,11.0,11.0,17.0,11.0,27.0,19.0,26.0,9.0,15.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Joanne Wood vs. Seo Hee Ham,1,Seo Hee Ham,0.0,0.0,0.0,23.0,31.0,47.0,65.0,36.0,52.0,0.0,1.0,0.0,12.0,22.0,9.0,12.0,10.0,13.0,28.0,42.0,3.0,5.0,0.0,0.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Joanne Wood vs. Seo Hee Ham,2,Seo Hee Ham,0.0,0.0,0.0,19.0,20.0,47.0,42.0,20.0,47.0,0.0,2.0,0.0,8.0,29.0,5.0,6.0,7.0,12.0,19.0,45.0,1.0,2.0,0.0,0.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Joanne Wood vs. Seo Hee Ham,3,Seo Hee Ham,0.0,0.0,0.0,0.0,7.0,17.0,41.0,7.0,17.0,0.0,0.0,,2.0,9.0,3.0,4.0,2.0,4.0,3.0,10.0,4.0,7.0,0.0,0.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Joe Proctor vs. Yancy Medeiros,1,Joe Proctor,0.0,0.0,0.0,0.0,15.0,46.0,32.0,15.0,46.0,0.0,0.0,,2.0,26.0,4.0,7.0,9.0,13.0,15.0,46.0,0.0,0.0,0.0,0.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Joe Proctor vs. Yancy Medeiros,1,Yancy Medeiros,1.0,1.0,0.0,27.0,25.0,66.0,37.0,25.0,66.0,0.0,0.0,,8.0,40.0,9.0,17.0,8.0,9.0,21.0,59.0,1.0,1.0,3.0,6.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,KJ Noons vs. Daron Cruickshank,1,Daron Cruickshank,0.0,0.0,0.0,23.0,22.0,55.0,40.0,22.0,55.0,2.0,3.0,66.0,10.0,41.0,6.0,8.0,6.0,6.0,21.0,54.0,1.0,1.0,0.0,0.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,KJ Noons vs. Daron Cruickshank,2,Daron Cruickshank,0.0,0.0,0.0,0.0,1.0,4.0,25.0,1.0,4.0,0.0,0.0,,1.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,KJ Noons vs. Daron Cruickshank,1,KJ Noons,0.0,0.0,0.0,0.0,17.0,40.0,42.0,17.0,40.0,0.0,0.0,,8.0,22.0,0.0,2.0,9.0,16.0,16.0,39.0,1.0,1.0,0.0,0.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,KJ Noons vs. Daron Cruickshank,2,KJ Noons,0.0,0.0,0.0,2.0,1.0,7.0,14.0,1.0,7.0,0.0,0.0,,1.0,7.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Tecia Pennington vs. Angela Magana,1,Angela Magana,0.0,0.0,0.0,4.0,16.0,54.0,29.0,16.0,54.0,0.0,1.0,0.0,4.0,36.0,5.0,9.0,7.0,9.0,13.0,50.0,3.0,4.0,0.0,0.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Tecia Pennington vs. Angela Magana,2,Angela Magana,0.0,0.0,0.0,0.0,15.0,47.0,31.0,16.0,48.0,0.0,0.0,,1.0,25.0,5.0,10.0,9.0,12.0,13.0,45.0,2.0,2.0,0.0,0.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Tecia Pennington vs. Angela Magana,3,Angela Magana,0.0,0.0,0.0,0.0,6.0,44.0,13.0,6.0,44.0,0.0,1.0,0.0,2.0,36.0,1.0,5.0,3.0,3.0,6.0,44.0,0.0,0.0,0.0,0.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Tecia Pennington vs. Angela Magana,1,Tecia Pennington,1.0,0.0,0.0,12.0,31.0,65.0,47.0,31.0,65.0,0.0,0.0,,20.0,44.0,8.0,15.0,3.0,6.0,29.0,62.0,2.0,3.0,0.0,0.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Tecia Pennington vs. Angela Magana,2,Tecia Pennington,0.0,0.0,0.0,13.0,26.0,55.0,47.0,26.0,55.0,0.0,0.0,,17.0,43.0,7.0,10.0,2.0,2.0,21.0,48.0,5.0,7.0,0.0,0.0
The Ultimate Fighter: A Champion Will Be Crowned Finale,Tecia Pennington vs. Angela Magana,3,Tecia Pennington,0.0,0.0,0.0,13.0,39.0,76.0,51.0,41.0,80.0,1.0,1.0,100.0,20.0,50.0,14.0,21.0,5.0,5.0,39.0,76.0,0.0,0.0,0.0,0.0
The Ultimate Fighter: A New World Champion Finale,Andrew Sanchez vs. Ryan Janes,1,Andrew Sanchez,2.0,0.0,0.0,70.0,57.0,102.0,55.0,72.0,117.0,1.0,1.0,100.0,53.0,95.0,4.0,7.0,0.0,0.0,42.0,83.0,8.0,10.0,7.0,9.0
The Ultimate Fighter: A New World Champion Finale,Andrew Sanchez vs. Ryan Janes,2,Andrew Sanchez,0.0,0.0,0.0,55.0,38.0,75.0,50.0,40.0,77.0,2.0,4.0,50.0,36.0,72.0,2.0,3.0,0.0,0.0,37.0,71.0,1.0,4.0,0.0,0.0
The Ultimate Fighter: A New World Champion Finale,Andrew Sanchez vs. Ryan Janes,3,Andrew Sanchez,0.0,0.0,0.0,0.0,1.0,6.0,16.0,1.0,6.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0
The Ultimate Fighter: A New World Champion Finale,Andrew Sanchez vs. Ryan Janes,1,Ryan Janes,0.0,0.0,0.0,2.0,39.0,91.0,42.0,50.0,102.0,0.0,0.0,,29.0,80.0,9.0,10.0,1.0,1.0,33.0,82.0,6.0,9.0,0.0,0.0
The Ultimate Fighter: A New World Champion Finale,Andrew Sanchez vs. Ryan Janes,2,Ryan Janes,0.0,0.0,0.0,12.0,97.0,141.0,68.0,120.0,164.0,0.0,0.0,,73.0,116.0,20.0,21.0,4.0,4.0,81.0,123.0,16.0,18.0,0.0,0.0
The Ultimate Fighter: A New World Champion Finale,Andrew Sanchez vs. Ryan Janes,3,Ryan Janes,0.0,0.0,0.0,0.0,23.0,35.0,65.0,30.0,46.0,0.0,0.0,,19.0,30.0,3.0,4.0,1.0,1.0,17.0,27.0,6.0,8.0,0.0,0.0
The Ultimate Fighter: A New World Champion Finale,Ariel Beck vs. Shana Dobson,1,Ariel Beck,0.0,0.0,0.0,9.0,26.0,59.0,44.0,26.0,59.0,0.0,0.0,,5.0,23.0,13.0,27.0,8.0,9.0,25.0,58.0,1.0,1.0,0.0,0.0
