event_name,bout,round,fighter,kd,sub_att,rev,ctrl_sec,sig_str_landed,sig_str_att,sig_str_pct,total_str_landed,total_str_att,td_landed,td_att,td_pct,head_landed,head_att,body_landed,body_att,leg_landed,leg_att,distance_landed,distance_att,clinch_landed,clinch_att,ground_landed,ground_att
UFC 242: Khabib vs. Poirier,Omari Akhmedov vs. Zak Cummings,2,Zak Cummings,0.0,0.0,0.0,0.0,7.0,24.0,29.0,11.0,28.0,0.0,0.0,,2.0,17.0,1.0,2.0,4.0,5.0,7.0,24.0,0.0,0.0,0.0,0.0
UFC 242: Khabib vs. Poirier,Omari Akhmedov vs. Zak Cummings,3,Zak Cummings,0.0,0.0,0.0,0.0,4.0,28.0,14.0,5.0,29.0,0.0,0.0,,2.0,24.0,0.0,2.0,2.0,2.0,4.0,28.0,0.0,0.0,0.0,0.0
UFC 242: Khabib vs. Poirier,Ottman Azaitar vs. Teemu Packalen,1,Ottman Azaitar,1.0,0.0,0.0,11.0,27.0,53.0,50.0,27.0,53.0,0.0,0.0,,22.0,44.0,2.0,6.0,3.0,3.0,18.0,40.0,8.0,11.0,1.0,2.0
UFC 242: Khabib vs. Poirier,Ottman Azaitar vs. Teemu Packalen,1,Teemu Packalen,0.0,0.0,0.0,0.0,8.0,19.0,42.0,8.0,19.0,0.0,1.0,0.0,3.0,12.0,5.0,6.0,0.0,1.0,3.0,13.0,5.0,6.0,0.0,0.0
UFC 242: Khabib vs. Poirier,Zubaira Tukhugov vs. Lerone Murphy,1,Lerone Murphy,0.0,1.0,0.0,0.0,5.0,13.0,38.0,20.0,28.0,0.0,0.0,,0.0,6.0,2.0,4.0,3.0,3.0,5.0,13.0,0.0,0.0,0.0,0.0
UFC 242: Khabib vs. Poirier,Zubaira Tukhugov vs. Lerone Murphy,2,Lerone Murphy,0.0,1.0,1.0,11.0,14.0,38.0,36.0,25.0,49.0,0.0,0.0,,8.0,30.0,6.0,8.0,0.0,0.0,10.0,34.0,1.0,1.0,3.0,3.0
UFC 242: Khabib vs. Poirier,Zubaira Tukhugov vs. Lerone Murphy,3,Lerone Murphy,0.0,0.0,0.0,0.0,9.0,27.0,33.0,20.0,39.0,0.0,0.0,,4.0,19.0,5.0,8.0,0.0,0.0,8.0,26.0,1.0,1.0,0.0,0.0
UFC 242: Khabib vs. Poirier,Zubaira Tukhugov vs. Lerone Murphy,1,Zubaira Tukhugov,1.0,0.0,0.0,216.0,16.0,31.0,51.0,19.0,37.0,2.0,2.0,100.0,14.0,26.0,2.0,5.0,0.0,0.0,4.0,10.0,7.0,11.0,5.0,10.0
UFC 242: Khabib vs. Poirier,Zubaira Tukhugov vs. Lerone Murphy,2,Zubaira Tukhugov,0.0,0.0,1.0,163.0,4.0,19.0,21.0,5.0,20.0,2.0,2.0,100.0,4.0,19.0,0.0,0.0,0.0,0.0,4.0,19.0,0.0,0.0,0.0,0.0
UFC 242: Khabib vs. Poirier,Zubaira Tukhugov vs. Lerone Murphy,3,Zubaira Tukhugov,0.0,0.0,0.0,191.0,2.0,8.0,25.0,4.0,11.0,2.0,4.0,50.0,2.0,8.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Al Iaquinta vs. Dan Hooker,1,Al Iaquinta,0.0,0.0,0.0,14.0,5.0,23.0,21.0,5.0,23.0,0.0,0.0,,4.0,22.0,1.0,1.0,0.0,0.0,5.0,23.0,0.0,0.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Al Iaquinta vs. Dan Hooker,2,Al Iaquinta,0.0,0.0,0.0,9.0,15.0,39.0,38.0,16.0,40.0,0.0,2.0,0.0,7.0,28.0,3.0,5.0,5.0,6.0,15.0,39.0,0.0,0.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Al Iaquinta vs. Dan Hooker,3,Al Iaquinta,0.0,0.0,0.0,0.0,17.0,54.0,31.0,17.0,54.0,0.0,1.0,0.0,10.0,43.0,3.0,5.0,4.0,6.0,17.0,54.0,0.0,0.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Al Iaquinta vs. Dan Hooker,1,Dan Hooker,0.0,0.0,0.0,89.0,38.0,63.0,60.0,44.0,69.0,0.0,1.0,0.0,25.0,49.0,0.0,0.0,13.0,14.0,23.0,48.0,0.0,0.0,15.0,15.0
UFC 243: Whittaker vs. Adesanya,Al Iaquinta vs. Dan Hooker,2,Dan Hooker,1.0,0.0,0.0,61.0,27.0,63.0,42.0,27.0,63.0,0.0,0.0,,18.0,51.0,3.0,5.0,6.0,7.0,20.0,53.0,0.0,0.0,7.0,10.0
UFC 243: Whittaker vs. Adesanya,Al Iaquinta vs. Dan Hooker,3,Dan Hooker,0.0,0.0,0.0,0.0,33.0,81.0,40.0,33.0,81.0,0.0,0.0,,25.0,68.0,4.0,8.0,4.0,5.0,33.0,81.0,0.0,0.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Brad Riddell vs. Jamie Mullarkey,1,Brad Riddell,0.0,0.0,0.0,0.0,13.0,35.0,37.0,13.0,35.0,0.0,0.0,,6.0,25.0,3.0,5.0,4.0,5.0,13.0,35.0,0.0,0.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Brad Riddell vs. Jamie Mullarkey,2,Brad Riddell,0.0,0.0,1.0,75.0,17.0,31.0,54.0,20.0,34.0,0.0,0.0,,12.0,26.0,3.0,3.0,2.0,2.0,11.0,25.0,1.0,1.0,5.0,5.0
UFC 243: Whittaker vs. Adesanya,Brad Riddell vs. Jamie Mullarkey,3,Brad Riddell,0.0,0.0,0.0,106.0,61.0,87.0,70.0,71.0,98.0,1.0,1.0,100.0,52.0,78.0,8.0,8.0,1.0,1.0,39.0,61.0,2.0,2.0,20.0,24.0
UFC 243: Whittaker vs. Adesanya,Brad Riddell vs. Jamie Mullarkey,1,Jamie Mullarkey,0.0,0.0,0.0,54.0,13.0,38.0,34.0,14.0,39.0,0.0,1.0,0.0,8.0,32.0,1.0,1.0,4.0,5.0,13.0,38.0,0.0,0.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Brad Riddell vs. Jamie Mullarkey,2,Jamie Mullarkey,0.0,0.0,1.0,118.0,8.0,17.0,47.0,10.0,19.0,2.0,8.0,25.0,5.0,14.0,1.0,1.0,2.0,2.0,7.0,15.0,0.0,0.0,1.0,2.0
UFC 243: Whittaker vs. Adesanya,Brad Riddell vs. Jamie Mullarkey,3,Jamie Mullarkey,0.0,1.0,0.0,30.0,15.0,40.0,37.0,17.0,42.0,1.0,6.0,16.0,12.0,37.0,2.0,2.0,1.0,1.0,15.0,40.0,0.0,0.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Callan Potter vs. Maki Pitolo,1,Callan Potter,0.0,0.0,1.0,133.0,20.0,38.0,52.0,35.0,59.0,1.0,2.0,50.0,20.0,38.0,0.0,0.0,0.0,0.0,19.0,37.0,1.0,1.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Callan Potter vs. Maki Pitolo,2,Callan Potter,0.0,0.0,0.0,133.0,23.0,48.0,47.0,49.0,82.0,0.0,0.0,,19.0,43.0,2.0,3.0,2.0,2.0,20.0,45.0,3.0,3.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Callan Potter vs. Maki Pitolo,3,Callan Potter,0.0,0.0,0.0,239.0,5.0,10.0,50.0,43.0,57.0,2.0,2.0,100.0,5.0,10.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,3.0,3.0
UFC 243: Whittaker vs. Adesanya,Callan Potter vs. Maki Pitolo,1,Maki Pitolo,0.0,1.0,0.0,55.0,26.0,62.0,41.0,45.0,81.0,0.0,0.0,,21.0,56.0,4.0,5.0,1.0,1.0,26.0,62.0,0.0,0.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Callan Potter vs. Maki Pitolo,2,Maki Pitolo,0.0,0.0,0.0,14.0,27.0,73.0,36.0,45.0,91.0,0.0,1.0,0.0,24.0,69.0,3.0,4.0,0.0,0.0,27.0,73.0,0.0,0.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Callan Potter vs. Maki Pitolo,3,Maki Pitolo,0.0,0.0,1.0,25.0,7.0,20.0,35.0,13.0,26.0,0.0,1.0,0.0,4.0,17.0,2.0,2.0,1.0,1.0,7.0,20.0,0.0,0.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Jake Matthews vs. Rostem Akman,1,Jake Matthews,0.0,0.0,0.0,0.0,15.0,39.0,38.0,15.0,39.0,0.0,0.0,,4.0,20.0,5.0,12.0,6.0,7.0,15.0,39.0,0.0,0.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Jake Matthews vs. Rostem Akman,2,Jake Matthews,0.0,0.0,0.0,0.0,18.0,48.0,37.0,18.0,48.0,0.0,0.0,,4.0,30.0,6.0,10.0,8.0,8.0,17.0,47.0,1.0,1.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Jake Matthews vs. Rostem Akman,3,Jake Matthews,0.0,0.0,0.0,49.0,26.0,46.0,56.0,28.0,49.0,0.0,2.0,0.0,11.0,26.0,9.0,13.0,6.0,7.0,21.0,41.0,5.0,5.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Jake Matthews vs. Rostem Akman,1,Rostem Akman,0.0,0.0,0.0,0.0,5.0,33.0,15.0,5.0,33.0,0.0,0.0,,5.0,29.0,0.0,4.0,0.0,0.0,5.0,33.0,0.0,0.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Jake Matthews vs. Rostem Akman,2,Rostem Akman,0.0,0.0,0.0,0.0,5.0,42.0,11.0,5.0,42.0,0.0,0.0,,1.0,36.0,3.0,5.0,1.0,1.0,5.0,40.0,0.0,2.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Jake Matthews vs. Rostem Akman,3,Rostem Akman,0.0,0.0,0.0,3.0,5.0,35.0,14.0,5.0,35.0,0.0,0.0,,2.0,29.0,3.0,6.0,0.0,0.0,1.0,31.0,4.0,4.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Justin Tafa vs. Yorgan De Castro,1,Justin Tafa,0.0,0.0,0.0,69.0,6.0,9.0,66.0,17.0,20.0,0.0,0.0,,5.0,8.0,1.0,1.0,0.0,0.0,2.0,3.0,4.0,6.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Justin Tafa vs. Yorgan De Castro,1,Yorgan De Castro,1.0,0.0,0.0,12.0,4.0,12.0,33.0,6.0,14.0,0.0,0.0,,2.0,10.0,2.0,2.0,0.0,0.0,4.0,8.0,0.0,4.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Khalid Taha vs. Bruno Silva,1,Bruno Silva,0.0,0.0,0.0,73.0,9.0,22.0,40.0,26.0,39.0,0.0,4.0,0.0,2.0,12.0,4.0,6.0,3.0,4.0,8.0,21.0,1.0,1.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Khalid Taha vs. Bruno Silva,2,Bruno Silva,0.0,0.0,0.0,257.0,11.0,23.0,47.0,23.0,42.0,1.0,3.0,33.0,7.0,17.0,4.0,5.0,0.0,1.0,2.0,5.0,0.0,0.0,9.0,18.0
UFC 243: Whittaker vs. Adesanya,Khalid Taha vs. Bruno Silva,3,Bruno Silva,0.0,0.0,0.0,90.0,0.0,5.0,0.0,2.0,7.0,1.0,4.0,25.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Khalid Taha vs. Bruno Silva,1,Khalid Taha,1.0,0.0,0.0,0.0,12.0,43.0,27.0,24.0,55.0,0.0,1.0,0.0,8.0,31.0,3.0,8.0,1.0,4.0,12.0,43.0,0.0,0.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Khalid Taha vs. Bruno Silva,2,Khalid Taha,0.0,0.0,0.0,0.0,8.0,20.0,40.0,15.0,28.0,0.0,0.0,,6.0,16.0,0.0,2.0,2.0,2.0,4.0,11.0,2.0,3.0,2.0,6.0
UFC 243: Whittaker vs. Adesanya,Khalid Taha vs. Bruno Silva,3,Khalid Taha,0.0,1.0,0.0,39.0,18.0,25.0,72.0,35.0,44.0,0.0,0.0,,15.0,22.0,1.0,1.0,2.0,2.0,3.0,8.0,4.0,4.0,11.0,13.0
UFC 243: Whittaker vs. Adesanya,Luke Jumeau vs. Dhiego Lima,1,Dhiego Lima,0.0,0.0,0.0,0.0,9.0,37.0,24.0,9.0,37.0,0.0,0.0,,2.0,18.0,1.0,9.0,6.0,10.0,9.0,37.0,0.0,0.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Luke Jumeau vs. Dhiego Lima,2,Dhiego Lima,0.0,0.0,0.0,116.0,9.0,32.0,28.0,25.0,50.0,2.0,3.0,66.0,5.0,26.0,0.0,1.0,4.0,5.0,7.0,26.0,0.0,0.0,2.0,6.0
UFC 243: Whittaker vs. Adesanya,Luke Jumeau vs. Dhiego Lima,3,Dhiego Lima,0.0,0.0,0.0,43.0,14.0,36.0,38.0,15.0,37.0,0.0,3.0,0.0,8.0,28.0,1.0,2.0,5.0,6.0,14.0,36.0,0.0,0.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Luke Jumeau vs. Dhiego Lima,1,Luke Jumeau,0.0,0.0,0.0,0.0,7.0,28.0,25.0,7.0,28.0,0.0,0.0,,3.0,24.0,0.0,0.0,4.0,4.0,7.0,28.0,0.0,0.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Luke Jumeau vs. Dhiego Lima,2,Luke Jumeau,0.0,0.0,0.0,0.0,7.0,28.0,25.0,7.0,28.0,0.0,0.0,,7.0,25.0,0.0,3.0,0.0,0.0,7.0,28.0,0.0,0.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Luke Jumeau vs. Dhiego Lima,3,Luke Jumeau,0.0,0.0,0.0,0.0,10.0,39.0,25.0,10.0,39.0,0.0,0.0,,7.0,36.0,1.0,1.0,2.0,2.0,10.0,39.0,0.0,0.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Megan Anderson vs. Zarah Fairn,1,Megan Anderson,0.0,1.0,0.0,203.0,10.0,18.0,55.0,22.0,33.0,1.0,2.0,50.0,10.0,17.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,10.0,13.0
UFC 243: Whittaker vs. Adesanya,Megan Anderson vs. Zarah Fairn,1,Zarah Fairn,0.0,0.0,1.0,23.0,2.0,5.0,40.0,32.0,45.0,0.0,0.0,,2.0,5.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Nadia Kassem vs. Ji Yeon Kim,1,Ji Yeon Kim,0.0,0.0,0.0,7.0,20.0,54.0,37.0,22.0,59.0,0.0,0.0,,17.0,45.0,3.0,8.0,0.0,1.0,19.0,49.0,0.0,1.0,1.0,4.0
UFC 243: Whittaker vs. Adesanya,Nadia Kassem vs. Ji Yeon Kim,2,Ji Yeon Kim,1.0,0.0,0.0,3.0,60.0,125.0,48.0,61.0,126.0,0.0,0.0,,47.0,106.0,9.0,11.0,4.0,8.0,55.0,118.0,5.0,7.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Nadia Kassem vs. Ji Yeon Kim,1,Nadia Kassem,0.0,0.0,0.0,64.0,20.0,53.0,37.0,28.0,61.0,1.0,2.0,50.0,6.0,28.0,12.0,22.0,2.0,3.0,17.0,45.0,2.0,4.0,1.0,4.0
UFC 243: Whittaker vs. Adesanya,Nadia Kassem vs. Ji Yeon Kim,2,Nadia Kassem,0.0,0.0,0.0,0.0,25.0,78.0,32.0,25.0,78.0,0.0,0.0,,3.0,39.0,19.0,34.0,3.0,5.0,23.0,74.0,2.0,4.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Robert Whittaker vs. Israel Adesanya,1,Israel Adesanya,1.0,0.0,0.0,1.0,20.0,44.0,45.0,20.0,44.0,0.0,0.0,,14.0,38.0,4.0,4.0,2.0,2.0,20.0,44.0,0.0,0.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Robert Whittaker vs. Israel Adesanya,2,Israel Adesanya,1.0,0.0,0.0,3.0,20.0,51.0,39.0,20.0,51.0,0.0,0.0,,13.0,42.0,2.0,4.0,5.0,5.0,17.0,47.0,0.0,0.0,3.0,4.0
UFC 243: Whittaker vs. Adesanya,Robert Whittaker vs. Israel Adesanya,1,Robert Whittaker,0.0,0.0,0.0,0.0,17.0,66.0,25.0,17.0,66.0,0.0,0.0,,6.0,49.0,3.0,5.0,8.0,12.0,17.0,66.0,0.0,0.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Robert Whittaker vs. Israel Adesanya,2,Robert Whittaker,0.0,0.0,0.0,0.0,15.0,50.0,30.0,15.0,50.0,0.0,0.0,,14.0,48.0,0.0,0.0,1.0,2.0,15.0,50.0,0.0,0.0,0.0,0.0
UFC 243: Whittaker vs. Adesanya,Tai Tuivasa vs. Serghei Spivac,1,Serghei Spivac,0.0,0.0,0.0,145.0,10.0,20.0,50.0,21.0,31.0,4.0,5.0,80.0,9.0,19.0,1.0,1.0,0.0,0.0,5.0,15.0,0.0,0.0,5.0,5.0
UFC 243: Whittaker vs. Adesanya,Tai Tuivasa vs. Serghei Spivac,2,Serghei Spivac,0.0,1.0,0.0,117.0,13.0,22.0,59.0,19.0,29.0,2.0,3.0,66.0,13.0,22.0,0.0,0.0,0.0,0.0,3.0,12.0,1.0,1.0,9.0,9.0
UFC 243: Whittaker vs. Adesanya,Tai Tuivasa vs. Serghei Spivac,1,Tai Tuivasa,0.0,0.0,0.0,6.0,13.0,37.0,35.0,14.0,38.0,0.0,0.0,,4.0,24.0,1.0,4.0,8.0,9.0,12.0,29.0,1.0,6.0,0.0,2.0
UFC 243: Whittaker vs. Adesanya,Tai Tuivasa vs. Serghei Spivac,2,Tai Tuivasa,0.0,0.0,0.0,0.0,8.0,13.0,61.0,8.0,13.0,0.0,0.0,,4.0,8.0,3.0,4.0,1.0,1.0,5.0,10.0,3.0,3.0,0.0,0.0
UFC 244: Masvidal vs. Diaz,Andrei Arlovski vs. Jairzinho Rozenstruik,1,Andrei Arlovski,0.0,0.0,0.0,0.0,4.0,9.0,44.0,4.0,9.0,0.0,0.0,,1.0,6.0,0.0,0.0,3.0,3.0,4.0,9.0,0.0,0.0,0.0,0.0
UFC 244: Masvidal vs. Diaz,Andrei Arlovski vs. Jairzinho Rozenstruik,1,Jairzinho Rozenstruik,1.0,0.0,0.0,2.0,5.0,9.0,55.0,5.0,9.0,0.0,0.0,,4.0,8.0,0.0,0.0,1.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0
UFC 244: Masvidal vs. Diaz,Brad Tavares vs. Edmen Shahbazyan,1,Brad Tavares,0.0,0.0,0.0,0.0,3.0,23.0,13.0,3.0,23.0,0.0,0.0,,1.0,19.0,1.0,1.0,1.0,3.0,3.0,22.0,0.0,1.0,0.0,0.0
UFC 244: Masvidal vs. Diaz,Brad Tavares vs. Edmen Shahbazyan,1,Edmen Shahbazyan,2.0,0.0,0.0,4.0,14.0,38.0,36.0,14.0,38.0,0.0,0.0,,12.0,36.0,2.0,2.0,0.0,0.0,10.0,32.0,2.0,4.0,2.0,2.0
UFC 244: Masvidal vs. Diaz,Corey Anderson vs. Johnny Walker,1,Corey Anderson,1.0,0.0,0.0,22.0,22.0,39.0,56.0,26.0,43.0,1.0,2.0,50.0,21.0,38.0,1.0,1.0,0.0,0.0,5.0,15.0,10.0,13.0,7.0,11.0
UFC 244: Masvidal vs. Diaz,Corey Anderson vs. Johnny Walker,1,Johnny Walker,0.0,0.0,0.0,19.0,1.0,3.0,33.0,1.0,3.0,0.0,0.0,,0.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
UFC 244: Masvidal vs. Diaz,Derrick Lewis vs. Blagoy Ivanov,1,Blagoy Ivanov,0.0,0.0,0.0,44.0,4.0,5.0,80.0,23.0,24.0,1.0,2.0,50.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0
UFC 244: Masvidal vs. Diaz,Derrick Lewis vs. Blagoy Ivanov,2,Blagoy Ivanov,0.0,1.0,0.0,93.0,9.0,16.0,56.0,13.0,22.0,2.0,2.0,100.0,6.0,11.0,2.0,4.0,1.0,1.0,5.0,10.0,4.0,6.0,0.0,0.0
UFC 244: Masvidal vs. Diaz,Derrick Lewis vs. Blagoy Ivanov,3,Blagoy Ivanov,0.0,0.0,0.0,65.0,7.0,17.0,41.0,25.0,37.0,0.0,2.0,0.0,5.0,14.0,2.0,3.0,0.0,0.0,6.0,12.0,1.0,5.0,0.0,0.0
UFC 244: Masvidal vs. Diaz,Derrick Lewis vs. Blagoy Ivanov,1,Derrick Lewis,0.0,0.0,0.0,114.0,8.0,18.0,44.0,9.0,19.0,1.0,1.0,100.0,5.0,13.0,3.0,5.0,0.0,0.0,2.0,5.0,6.0,13.0,0.0,0.0
UFC 244: Masvidal vs. Diaz,Derrick Lewis vs. Blagoy Ivanov,2,Derrick Lewis,0.0,0.0,0.0,13.0,14.0,29.0,48.0,14.0,29.0,0.0,1.0,0.0,10.0,25.0,2.0,2.0,2.0,2.0,3.0,9.0,11.0,20.0,0.0,0.0
UFC 244: Masvidal vs. Diaz,Derrick Lewis vs. Blagoy Ivanov,3,Derrick Lewis,0.0,0.0,0.0,0.0,9.0,21.0,42.0,9.0,21.0,0.0,1.0,0.0,6.0,16.0,3.0,4.0,0.0,1.0,4.0,13.0,5.0,8.0,0.0,0.0
UFC 244: Masvidal vs. Diaz,Jorge Masvidal vs. Nate Diaz,1,Jorge Masvidal,1.0,0.0,0.0,178.0,35.0,54.0,64.0,37.0,57.0,0.0,0.0,,21.0,34.0,12.0,18.0,2.0,2.0,10.0,15.0,7.0,9.0,18.0,30.0
UFC 244: Masvidal vs. Diaz,Jorge Masvidal vs. Nate Diaz,2,Jorge Masvidal,1.0,0.0,0.0,125.0,39.0,58.0,67.0,39.0,60.0,1.0,1.0,100.0,29.0,47.0,7.0,8.0,3.0,3.0,18.0,32.0,11.0,13.0,10.0,13.0
UFC 244: Masvidal vs. Diaz,Jorge Masvidal vs. Nate Diaz,3,Jorge Masvidal,0.0,0.0,0.0,113.0,38.0,67.0,56.0,38.0,67.0,0.0,0.0,,28.0,55.0,8.0,9.0,2.0,3.0,24.0,45.0,2.0,3.0,12.0,19.0
UFC 244: Masvidal vs. Diaz,Jorge Masvidal vs. Nate Diaz,1,Nate Diaz,0.0,0.0,0.0,19.0,13.0,27.0,48.0,34.0,52.0,0.0,0.0,,7.0,19.0,3.0,5.0,3.0,3.0,8.0,22.0,5.0,5.0,0.0,0.0
UFC 244: Masvidal vs. Diaz,Jorge Masvidal vs. Nate Diaz,2,Nate Diaz,0.0,0.0,0.0,12.0,11.0,31.0,35.0,34.0,56.0,0.0,0.0,,4.0,21.0,4.0,6.0,3.0,4.0,9.0,27.0,2.0,4.0,0.0,0.0
UFC 244: Masvidal vs. Diaz,Jorge Masvidal vs. Nate Diaz,3,Nate Diaz,0.0,0.0,0.0,13.0,19.0,46.0,41.0,57.0,86.0,0.0,2.0,0.0,12.0,34.0,5.0,10.0,2.0,2.0,16.0,42.0,3.0,4.0,0.0,0.0
UFC 244: Masvidal vs. Diaz,Julio Arce vs. Hakeem Dawodu,1,Hakeem Dawodu,0.0,0.0,0.0,51.0,13.0,39.0,33.0,26.0,53.0,0.0,0.0,,2.0,17.0,6.0,14.0,5.0,8.0,11.0,37.0,2.0,2.0,0.0,0.0
UFC 244: Masvidal vs. Diaz,Julio Arce vs. Hakeem Dawodu,2,Hakeem Dawodu,0.0,0.0,1.0,85.0,14.0,37.0,37.0,23.0,47.0,0.0,0.0,,4.0,23.0,3.0,7.0,7.0,7.0,9.0,32.0,1.0,1.0,4.0,4.0
UFC 244: Masvidal vs. Diaz,Julio Arce vs. Hakeem Dawodu,3,Hakeem Dawodu,0.0,0.0,0.0,83.0,28.0,63.0,44.0,34.0,70.0,0.0,0.0,,9.0,39.0,16.0,21.0,3.0,3.0,20.0,52.0,8.0,11.0,0.0,0.0
UFC 244: Masvidal vs. Diaz,Julio Arce vs. Hakeem Dawodu,1,Julio Arce,0.0,0.0,0.0,0.0,6.0,31.0,19.0,12.0,39.0,0.0,1.0,0.0,3.0,25.0,3.0,6.0,0.0,0.0,5.0,30.0,1.0,1.0,0.0,0.0
UFC 244: Masvidal vs. Diaz,Julio Arce vs. Hakeem Dawodu,2,Julio Arce,0.0,0.0,0.0,43.0,9.0,42.0,21.0,20.0,54.0,1.0,1.0,100.0,6.0,35.0,3.0,7.0,0.0,0.0,8.0,38.0,1.0,4.0,0.0,0.0
UFC 244: Masvidal vs. Diaz,Julio Arce vs. Hakeem Dawodu,3,Julio Arce,0.0,0.0,0.0,13.0,17.0,51.0,33.0,32.0,69.0,0.0,1.0,0.0,12.0,41.0,5.0,9.0,0.0,1.0,15.0,48.0,2.0,3.0,0.0,0.0
UFC 244: Masvidal vs. Diaz,Katlyn Cerminara vs. Jennifer Maia,1,Jennifer Maia,0.0,0.0,0.0,32.0,22.0,73.0,30.0,26.0,77.0,0.0,0.0,,11.0,61.0,2.0,3.0,9.0,9.0,21.0,72.0,1.0,1.0,0.0,0.0
UFC 244: Masvidal vs. Diaz,Katlyn Cerminara vs. Jennifer Maia,2,Jennifer Maia,0.0,0.0,0.0,0.0,23.0,102.0,22.0,23.0,102.0,0.0,0.0,,12.0,85.0,1.0,4.0,10.0,13.0,23.0,102.0,0.0,0.0,0.0,0.0
UFC 244: Masvidal vs. Diaz,Katlyn Cerminara vs. Jennifer Maia,3,Jennifer Maia,0.0,0.0,0.0,118.0,13.0,56.0,23.0,25.0,69.0,1.0,2.0,50.0,8.0,47.0,2.0,6.0,3.0,3.0,13.0,54.0,0.0,1.0,0.0,1.0
UFC 244: Masvidal vs. Diaz,Katlyn Cerminara vs. Jennifer Maia,1,Katlyn Cerminara,0.0,0.0,0.0,0.0,21.0,61.0,34.0,22.0,62.0,0.0,0.0,,16.0,52.0,4.0,7.0,1.0,2.0,21.0,61.0,0.0,0.0,0.0,0.0
UFC 244: Masvidal vs. Diaz,Katlyn Cerminara vs. Jennifer Maia,2,Katlyn Cerminara,0.0,0.0,0.0,0.0,32.0,75.0,42.0,32.0,75.0,0.0,1.0,0.0,18.0,58.0,7.0,9.0,7.0,8.0,32.0,75.0,0.0,0.0,0.0,0.0
UFC 244: Masvidal vs. Diaz,Katlyn Cerminara vs. Jennifer Maia,3,Katlyn Cerminara,0.0,0.0,0.0,0.0,20.0,44.0,45.0,55.0,80.0,0.0,0.0,,11.0,32.0,4.0,5.0,5.0,7.0,20.0,44.0,0.0,0.0,0.0,0.0
UFC 244: Masvidal vs. Diaz,Kelvin Gastelum vs. Darren Till,1,Darren Till,0.0,0.0,0.0,31.0,7.0,16.0,43.0,7.0,17.0,0.0,0.0,,2.0,10.0,0.0,0.0,5.0,6.0,6.0,13.0,1.0,3.0,0.0,0.0
UFC 244: Masvidal vs. Diaz,Kelvin Gastelum vs. Darren Till,2,Darren Till,0.0,0.0,0.0,4.0,12.0,23.0,52.0,13.0,24.0,0.0,0.0,,5.0,15.0,1.0,1.0,6.0,7.0,11.0,21.0,1.0,2.0,0.0,0.0
UFC 244: Masvidal vs. Diaz,Kelvin Gastelum vs. Darren Till,3,Darren Till,0.0,0.0,0.0,4.0,17.0,28.0,60.0,17.0,28.0,1.0,2.0,50.0,12.0,23.0,1.0,1.0,4.0,4.0,17.0,27.0,0.0,1.0,0.0,0.0
